State,Declaration Type,MONTH,YEAR
Virginia,Major Disaster Declaration,11,1977
Virginia,Major Disaster Declaration,4,1977
Virginia,Emergency Declaration,7,1977
Virginia,Major Disaster Declaration,1,1977
Virginia,Major Disaster Declaration,7,1979
Virginia,Major Disaster Declaration,9,1979
Virginia,Major Disaster Declaration,5,1984
Virginia,Major Disaster Declaration,11,1985
Virginia,Major Disaster Declaration,11,1989
Virginia,Major Disaster Declaration,5,1992
Virginia,Major Disaster Declaration,12,1993
Virginia,Emergency Declaration,3,1993
Virginia,Major Disaster Declaration,3,1994
Virginia,Major Disaster Declaration,4,1994
Virginia,Major Disaster Declaration,7,1995
Virginia,Major Disaster Declaration,9,1996
Virginia,Major Disaster Declaration,1,1996
Virginia,Major Disaster Declaration,1,1996
Virginia,Major Disaster Declaration,9,1998
Virginia,Major Disaster Declaration,9,1999
Virginia,Major Disaster Declaration,9,1999
Virginia,Major Disaster Declaration,2,2000
Virginia,Emergency Declaration,9,2001
Virginia,Fire Management Assistance Declaration,11,2001
Virginia,Fire Management Assistance Declaration,11,2001
Virginia,Fire Management Assistance Declaration,11,2001
Virginia,Major Disaster Declaration,9,2001
Virginia,Major Disaster Declaration,7,2001
Virginia,Fire Management Assistance Declaration,2,2002
Virginia,Major Disaster Declaration,5,2002
Virginia,Major Disaster Declaration,4,2002
Virginia,Major Disaster Declaration,3,2003
Virginia,Major Disaster Declaration,12,2003
Virginia,Major Disaster Declaration,9,2003
Virginia,Major Disaster Declaration,6,2004
Virginia,Major Disaster Declaration,9,2004
Virginia,Major Disaster Declaration,10,2004
Virginia,Emergency Declaration,9,2005
Virginia,Major Disaster Declaration,7,2006
Virginia,Major Disaster Declaration,9,2006
Virginia,Fire Management Assistance Declaration,4,2006
Virginia,Major Disaster Declaration,12,2009
Virginia,Major Disaster Declaration,4,2010
Virginia,Major Disaster Declaration,2,2010
Virginia,Emergency Declaration,8,2011
Virginia,Fire Management Assistance Declaration,2,2011
Virginia,Fire Management Assistance Declaration,2,2011
Virginia,Major Disaster Declaration,11,2011
Virginia,Major Disaster Declaration,11,2011
Virginia,Major Disaster Declaration,9,2011
Virginia,Emergency Declaration,10,2012
Virginia,Major Disaster Declaration,11,2012
Virginia,Major Disaster Declaration,7,2012
Washington,Major Disaster Declaration,2,1956
Washington,Major Disaster Declaration,3,1957
Washington,Major Disaster Declaration,10,1962
Washington,Major Disaster Declaration,3,1963
Washington,Major Disaster Declaration,12,1964
Washington,Major Disaster Declaration,5,1965
Washington,Fire Management Assistance Declaration,7,1970
Washington,Major Disaster Declaration,2,1971
Washington,Major Disaster Declaration,6,1972
Washington,Major Disaster Declaration,3,1972
Washington,Major Disaster Declaration,2,1972
Washington,Major Disaster Declaration,1,1974
Washington,Major Disaster Declaration,12,1975
Washington,Major Disaster Declaration,12,1977
Washington,Emergency Declaration,3,1977
Washington,Major Disaster Declaration,12,1979
Washington,Emergency Declaration,3,1979
Washington,Fire Management Assistance Declaration,7,1979
Washington,Major Disaster Declaration,5,1980
Washington,Emergency Declaration,8,1982
Washington,Major Disaster Declaration,1,1983
Washington,Fire Management Assistance Declaration,8,1985
Washington,Major Disaster Declaration,3,1986
Washington,Major Disaster Declaration,12,1986
Washington,Major Disaster Declaration,7,1986
Washington,Major Disaster Declaration,2,1986
Washington,Fire Management Assistance Declaration,9,1988
Washington,Major Disaster Declaration,4,1989
Washington,Major Disaster Declaration,11,1990
Washington,Major Disaster Declaration,1,1990
Washington,Major Disaster Declaration,3,1991
Washington,Fire Management Assistance Declaration,10,1991
Washington,Major Disaster Declaration,11,1991
Washington,Fire Management Assistance Declaration,8,1992
Washington,Major Disaster Declaration,3,1993
Washington,Fire Management Assistance Declaration,7,1994
Washington,Fire Management Assistance Declaration,7,1994
Washington,Fire Management Assistance Declaration,7,1994
Washington,Fire Management Assistance Declaration,7,1994
Washington,Major Disaster Declaration,8,1994
Washington,Fire Management Assistance Declaration,8,1996
Washington,Major Disaster Declaration,2,1996
Washington,Major Disaster Declaration,1,1996
Washington,Fire Management Assistance Declaration,8,1997
Washington,Fire Management Assistance Declaration,8,1997
Washington,Fire Management Assistance Declaration,7,1997
Washington,Major Disaster Declaration,7,1997
Washington,Major Disaster Declaration,4,1997
Washington,Major Disaster Declaration,1,1997
Washington,Major Disaster Declaration,1,1997
Washington,Fire Management Assistance Declaration,9,1998
Washington,Fire Management Assistance Declaration,9,1998
Washington,Fire Management Assistance Declaration,7,1998
Washington,Major Disaster Declaration,10,1998
Washington,Major Disaster Declaration,10,1998
Washington,Fire Management Assistance Declaration,8,2000
Washington,Fire Management Assistance Declaration,7,2000
Washington,Fire Management Assistance Declaration,2,2000
Washington,Fire Management Assistance Declaration,8,2001
Washington,Fire Management Assistance Declaration,8,2001
Washington,Fire Management Assistance Declaration,8,2001
Washington,Fire Management Assistance Declaration,8,2001
Washington,Fire Management Assistance Declaration,8,2001
Washington,Fire Management Assistance Declaration,8,2001
Washington,Fire Management Assistance Declaration,8,2001
Washington,Fire Management Assistance Declaration,7,2001
Washington,Major Disaster Declaration,3,2001
Washington,Fire Management Assistance Declaration,7,2002
Washington,Fire Management Assistance Declaration,7,2002
Washington,Fire Management Assistance Declaration,9,2003
Washington,Fire Management Assistance Declaration,7,2003
Washington,Fire Management Assistance Declaration,7,2003
Washington,Major Disaster Declaration,11,2003
Washington,Fire Management Assistance Declaration,8,2004
Washington,Fire Management Assistance Declaration,8,2004
Washington,Fire Management Assistance Declaration,7,2004
Washington,Fire Management Assistance Declaration,7,2004
Washington,Fire Management Assistance Declaration,7,2004
Washington,Emergency Declaration,9,2005
Washington,Fire Management Assistance Declaration,8,2005
Washington,Fire Management Assistance Declaration,8,2005
Washington,Major Disaster Declaration,5,2006
Washington,Major Disaster Declaration,12,2006
Washington,Fire Management Assistance Declaration,9,2006
Washington,Fire Management Assistance Declaration,8,2006
Washington,Fire Management Assistance Declaration,8,2006
Washington,Major Disaster Declaration,12,2007
Washington,Major Disaster Declaration,2,2007
Washington,Fire Management Assistance Declaration,9,2007
Washington,Fire Management Assistance Declaration,7,2007
Washington,Fire Management Assistance Declaration,7,2007
Washington,Fire Management Assistance Declaration,7,2008
Washington,Fire Management Assistance Declaration,7,2008
Washington,Major Disaster Declaration,1,2009
Washington,Fire Management Assistance Declaration,8,2009
Washington,Fire Management Assistance Declaration,8,2009
Washington,Fire Management Assistance Declaration,7,2009
Washington,Major Disaster Declaration,3,2009
Washington,Fire Management Assistance Declaration,8,2010
Washington,Fire Management Assistance Declaration,7,2010
Washington,Major Disaster Declaration,3,2011
Washington,Fire Management Assistance Declaration,9,2011
Washington,Major Disaster Declaration,3,2012
Washington,Major Disaster Declaration,9,2012
Washington,Fire Management Assistance Declaration,9,2012
Washington,Fire Management Assistance Declaration,9,2012
Washington,Fire Management Assistance Declaration,9,2012
Washington,Fire Management Assistance Declaration,9,2012
Washington,Fire Management Assistance Declaration,9,2012
Washington,Fire Management Assistance Declaration,9,2012
Washington,Fire Management Assistance Declaration,9,2012
Washington,Fire Management Assistance Declaration,8,2012
West Virginia,Major Disaster Declaration,8,1954
West Virginia,Major Disaster Declaration,1,1957
West Virginia,Major Disaster Declaration,7,1961
West Virginia,Major Disaster Declaration,3,1962
West Virginia,Major Disaster Declaration,3,1963
West Virginia,Major Disaster Declaration,3,1964
West Virginia,Major Disaster Declaration,3,1967
West Virginia,Major Disaster Declaration,9,1969
West Virginia,Major Disaster Declaration,9,1969
West Virginia,Major Disaster Declaration,8,1972
West Virginia,Major Disaster Declaration,2,1972
West Virginia,Major Disaster Declaration,7,1972
West Virginia,Major Disaster Declaration,4,1974
West Virginia,Major Disaster Declaration,1,1974
West Virginia,Major Disaster Declaration,9,1975
West Virginia,Emergency Declaration,8,1977
West Virginia,Major Disaster Declaration,4,1977
West Virginia,Emergency Declaration,8,1977
West Virginia,Emergency Declaration,1,1977
West Virginia,Major Disaster Declaration,12,1978
West Virginia,Major Disaster Declaration,8,1980
West Virginia,Major Disaster Declaration,5,1984
West Virginia,Major Disaster Declaration,11,1985
West Virginia,Emergency Declaration,3,1993
West Virginia,Major Disaster Declaration,7,1995
West Virginia,Major Disaster Declaration,9,1996
West Virginia,Major Disaster Declaration,8,1996
West Virginia,Major Disaster Declaration,5,1996
West Virginia,Major Disaster Declaration,1,1996
West Virginia,Major Disaster Declaration,1,1996
West Virginia,Major Disaster Declaration,3,1997
West Virginia,Major Disaster Declaration,7,1998
West Virginia,Major Disaster Declaration,2,2000
West Virginia,Fire Management Assistance Declaration,11,2001
West Virginia,Fire Management Assistance Declaration,11,2001
West Virginia,Major Disaster Declaration,6,2001
West Virginia,Major Disaster Declaration,5,2002
West Virginia,Major Disaster Declaration,11,2003
West Virginia,Major Disaster Declaration,6,2003
West Virginia,Major Disaster Declaration,9,2003
West Virginia,Major Disaster Declaration,3,2003
West Virginia,Major Disaster Declaration,8,2004
West Virginia,Major Disaster Declaration,9,2004
West Virginia,Major Disaster Declaration,6,2004
West Virginia,Major Disaster Declaration,2,2005
West Virginia,Emergency Declaration,9,2005
West Virginia,Major Disaster Declaration,5,2007
West Virginia,Major Disaster Declaration,6,2008
West Virginia,Major Disaster Declaration,5,2009
West Virginia,Major Disaster Declaration,6,2010
West Virginia,Major Disaster Declaration,3,2010
West Virginia,Major Disaster Declaration,4,2010
West Virginia,Major Disaster Declaration,3,2010
West Virginia,Major Disaster Declaration,3,2012
West Virginia,Major Disaster Declaration,3,2012
West Virginia,Emergency Declaration,10,2012
West Virginia,Emergency Declaration,6,2012
West Virginia,Major Disaster Declaration,11,2012
West Virginia,Major Disaster Declaration,7,2012
Wisconsin,Major Disaster Declaration,4,1965
Wisconsin,Major Disaster Declaration,7,1969
Wisconsin,Major Disaster Declaration,5,1969
Wisconsin,Major Disaster Declaration,9,1972
Wisconsin,Major Disaster Declaration,4,1973
Wisconsin,Major Disaster Declaration,4,1974
Wisconsin,Major Disaster Declaration,9,1975
Wisconsin,Major Disaster Declaration,3,1976
Wisconsin,Emergency Declaration,6,1976
Wisconsin,Emergency Declaration,10,1977
Wisconsin,Major Disaster Declaration,7,1978
Wisconsin,Emergency Declaration,1,1979
Wisconsin,Major Disaster Declaration,7,1980
Wisconsin,Fire Management Assistance Declaration,4,1980
Wisconsin,Major Disaster Declaration,6,1984
Wisconsin,Emergency Declaration,7,1984
Wisconsin,Major Disaster Declaration,10,1986
Wisconsin,Major Disaster Declaration,8,1986
Wisconsin,Major Disaster Declaration,7,1990
Wisconsin,Major Disaster Declaration,8,1990
Wisconsin,Major Disaster Declaration,8,1991
Wisconsin,Major Disaster Declaration,9,1992
Wisconsin,Major Disaster Declaration,9,1992
Wisconsin,Major Disaster Declaration,9,1992
Wisconsin,Major Disaster Declaration,7,1993
Wisconsin,Major Disaster Declaration,8,1996
Wisconsin,Major Disaster Declaration,7,1997
Wisconsin,Major Disaster Declaration,7,1998
Wisconsin,Major Disaster Declaration,8,1998
Wisconsin,Major Disaster Declaration,8,1999
Wisconsin,Major Disaster Declaration,6,2000
Wisconsin,Emergency Declaration,1,2001
Wisconsin,Major Disaster Declaration,5,2001
Wisconsin,Major Disaster Declaration,9,2002
Wisconsin,Major Disaster Declaration,7,2002
Wisconsin,Major Disaster Declaration,6,2004
Wisconsin,Emergency Declaration,9,2005
Wisconsin,Major Disaster Declaration,8,2007
Wisconsin,Major Disaster Declaration,6,2008
Wisconsin,Emergency Declaration,3,2008
Wisconsin,Major Disaster Declaration,8,2010
Wisconsin,Major Disaster Declaration,10,2010
Wisconsin,Major Disaster Declaration,4,2011
Wisconsin,Major Disaster Declaration,8,2012
Wyoming,Major Disaster Declaration,7,1963
Wyoming,Emergency Declaration,6,1977
Wyoming,Major Disaster Declaration,5,1978
Wyoming,Major Disaster Declaration,7,1979
Wyoming,Major Disaster Declaration,8,1985
Wyoming,Emergency Declaration,9,1987
Wyoming,Major Disaster Declaration,2,1999
Wyoming,Fire Management Assistance Declaration,7,2000
Wyoming,Major Disaster Declaration,12,2000
Wyoming,Fire Management Assistance Declaration,9,2001
Wyoming,Fire Management Assistance Declaration,8,2001
Wyoming,Fire Management Assistance Declaration,7,2001
Wyoming,Fire Management Assistance Declaration,8,2002
Wyoming,Fire Management Assistance Declaration,7,2002
Wyoming,Fire Management Assistance Declaration,6,2002
Wyoming,Fire Management Assistance Declaration,11,2003
Wyoming,Major Disaster Declaration,8,2005
Wyoming,Fire Management Assistance Declaration,8,2006
Wyoming,Fire Management Assistance Declaration,7,2006
Wyoming,Fire Management Assistance Declaration,8,2007
Wyoming,Major Disaster Declaration,7,2010
Wyoming,Major Disaster Declaration,7,2011
Wyoming,Fire Management Assistance Declaration,9,2012
Wyoming,Fire Management Assistance Declaration,7,2012
Wyoming,Fire Management Assistance Declaration,7,2012
Wyoming,Fire Management Assistance Declaration,6,2012
